"2000x2000","1","0,094038","0,011002",
"2000x2000","2","0,098027","0,013799",
"2000x2000","3","0,092833","0,008575",
"2000x2000","6","0,091881","0,008768",
"2000x2000","9","0,09105","0,008431",
"2000x2000","12","0,096722","0,010828",
"2000x2000","15","0,09471","0,010052",
"2000x2000","18","0,096502","0,010929",
"4000x4000","1","0,375215","0,049068",
"4000x4000","2","0,367107","0,038949",
"4000x4000","3","0,356537","0,030372",
"4000x4000","6","0,356086","0,02765",
"4000x4000","9","0,357667","0,029611",
"4000x4000","12","0,360544","0,032652",
"4000x4000","15","0,360853","0,032606",
"4000x4000","18","0,361506","0,032304",
"8000x8000","1","1,495801","0,199513",
"8000x8000","2","1,443121","0,149956",
"8000x8000","3","1,427726","0,123039",
"8000x8000","6","1,461995","0,120643",
"8000x8000","9","1,432444","0,131958",
"8000x8000","12","1,443381","0,145208",
"8000x8000","15","1,417716","0,116129",
"8000x8000","18","1,414065","0,115434",
"16000x16000","1","5,959364","0,777783",
"16000x16000","2","5,766365","0,591161",
"16000x16000","3","5,644401","0,450805",
"16000x16000","6","5,636545","0,456041",
"16000x16000","9","5,719851","0,538641",
"16000x16000","12","5,746104","0,564499",
"16000x16000","15","5,730835","0,557247",
"16000x16000","18","5,743253","0,56049",
"32000x32000","1","23,884482","3,160547",
"32000x32000","2","23,081297","2,364271",
"32000x32000","3","22,491665","1,763514",
"32000x32000","6","22,552271","1,840494",
"32000x32000","9","22,739914","2,045034",
"32000x32000","12","22,941779","2,241071",
"32000x32000","15","22,9023","2,180652",
"32000x32000","18","22,955716","2,245981",
"40000x40000","1","37,238265","4,833836",
"40000x40000","2","36,180077","3,802396",
"40000x40000","3","35,156027","2,766099",
"40000x40000","6","35,287712","2,853474",
"40000x40000","9","36,128063","3,315784",
"40000x40000","12","35,92297","3,531838",
"40000x40000","15","35,755375","3,422964",
"40000x40000","18","35,812802","3,486431",
"2000x2000","1","0,092041","0,01065",
"2828x2828","2","0,186052","0,018024",
"3464x3464","3","0,264337","0,019686",
"4898x4898","6","0,525034","0,037447",
"6000x6000","9","0,797025","0,065882",
"6928x6928","12","1,056586","0,084299",
"7745x7745","15","1,375076","0,101786",
"8485x8485","18","1,649435","0,122982",
"2100x2100","1","0,101243","0,011435",
"2969x2969","2","0,214126","0,018701",
"3637x3637","3","0,302921","0,021401",
"5143x5143","6","0,600933","0,039135",
"6300x6300","9","0,872442","0,0678",
"7274x7274","12","1,169012","0,095691",
"8133x8133","15","1,514143","0,111571",
"8909x8909","18","1,821049","0,139051",
"2200x2200","1","0,113988","0,015347",
"3111x3111","2","0,230748","0,022592",
"3810x3810","3","0,3216","0,026373",
"5388x5388","6","0,641852","0,053221",
"6600x6600","9","0,975742","0,093158",
"7621x7621","12","1,361685","0,128624",
"8520x8520","15","1,62611","0,156203",
"9333x9333","18","2,037768","0,191394",
"2300x2300","1","0,12325","0,015589",
"3252x3252","2","0,239625","0,024999",
"3983x3983","3","0,366591","0,029028",
"5633x5633","6","0,732375","0,058137",
"6900x6900","9","1,065158","0,100494",
"7967x7967","12","1,487423","0,140789",
"8907x8907","15","1,85197","0,169614",
"9757x9757","18","2,225315","0,208112",
"2400x2400","1","0,135754","0,018372",
"3394x3394","2","0,260061","0,026633",
"4156x4156","3","0,383094","0,031773",
"5878x5878","6","0,761505","0,061499",
"7200x7200","9","1,154617","0,104869",
"8313x8313","12","1,618655","0,151276",
"9294x9294","15","1,937868","0,187919",
"10182x10182","18","2,322954","0,224999",
"2500x2500","1","0,14654","0,01923",
"3535x3535","2","0,294699","0,029236",
"4330x4330","3","0,415647","0,034149",
"6123x6123","6","0,862803","0,06686",
"7500x7500","9","1,254975","0,114861",
"8660x8660","12","1,681344","0,163335",
"9682x9682","15","2,095832","0,199558",
"10606x10606","18","2,525175","0,248783",
